subject,accuracy,balanced_accuracy,macro_f1,macro_recall,weighted_f1,cohen_kappa
S10,0.8543689320388349,0.6517412935323383,0.6317016317016316,0.6517412935323383,0.8152624074954172,0.6850152905198776
S11,0.8627450980392157,0.8263403263403264,0.8079861111111111,0.8263403263403264,0.8697508169934641,0.7432578209277239
S13,0.9509803921568627,0.9751243781094527,0.9333166624989581,0.9751243781094527,0.9539835939377003,0.9078091106290672
S14,0.9411764705882353,0.8566433566433567,0.8764991181657847,0.8566433566433567,0.9378280942006432,0.8816705336426914
S15,0.8217821782178217,0.8778149386845039,0.7980205019441499,0.8778149386845039,0.8415946578751193,0.699900957411687
S16,0.9494949494949495,0.9743589743589745,0.9291954022988506,0.9743589743589745,0.952838732149077,0.9050450796086706
S17,0.94,0.8836805555555555,0.8960032258829669,0.8836805555555555,0.938901586849783,0.8821681068342498
S2,0.5520833333333334,0.5634920634920634,0.511331707883432,0.5634920634920634,0.5641294409613374,0.2443712246018671
S3,0.9393939393939394,0.9190340909090908,0.9207327871450008,0.9190340909090908,0.9374562389829566,0.8798543689320388
S4,0.9595959595959596,0.8888888888888888,0.9235294117647058,0.8888888888888888,0.9561497326203209,0.9147286821705426
S5,0.9292929292929293,0.8629148629148627,0.8754952702025398,0.8629148629148627,0.928084920044528,0.8544423440453686
S6,0.9494949494949495,0.9517094017094018,0.9251482453582192,0.9517094017094018,0.9517042692895711,0.9030742118660662
S7,0.9595959595959596,0.9794871794871796,0.944973544973545,0.9794871794871796,0.9616482283148949,0.9234634712021647
S8,0.71,0.6123745819397993,0.6115588115588115,0.6123745819397993,0.7414627594627595,0.46642134314627415
S9,0.7070707070707071,0.4725829725829726,0.4739583333333333,0.4725829725829726,0.7206439393939394,0.43238434163701067
