[05:39:57] device=cuda (GPU used by deep model: True)
[05:39:57] [WESAD] subjects=15  window=60s stride=30s @ 700Hz
X:\dev\Empathic\src\empathic\data\wesad.py:231: VisibleDeprecationWarning: dtype(): align should be passed as Python or NumPy boolean but got `align=0`. Did you mean to pass a tuple to create a subarray type? (Deprecated NumPy 2.4)
  data = pickle.load(fh, encoding="latin1")
[05:40:00] [WESAD] S10: windows=103  intervals=8
[05:40:02] [WESAD] S11: windows=102  intervals=8
[05:40:05] [WESAD] S13: windows=102  intervals=7
[05:40:08] [WESAD] S14: windows=102  intervals=8
[05:40:10] [WESAD] S15: windows=101  intervals=6
[05:40:13] [WESAD] S16: windows=99  intervals=8
[05:40:15] [WESAD] S17: windows=100  intervals=8
[05:40:18] [WESAD] S2: windows=96  intervals=7
[05:40:21] [WESAD] S3: windows=99  intervals=7
[05:40:24] [WESAD] S4: windows=99  intervals=7
[05:40:26] [WESAD] S5: windows=99  intervals=8
[05:40:29] [WESAD] S6: windows=99  intervals=8
[05:40:32] [WESAD] S7: windows=99  intervals=7
[05:40:34] [WESAD] S8: windows=100  intervals=7
[05:40:36] [WESAD] S9: windows=99  intervals=7
[05:40:36] [WESAD] samples=1499  features=56  subjects=15  dim_with_va=1476
[05:40:36] === WESAD / target=valence ===
[05:40:36]   samples=1499  subjects=15  labels=['LV', 'HV']
[05:40:36]   feature_cols=56  seq_shape=(1499, 240, 8)
[05:40:36] --- LOSO [Baseline] ---
[05:40:36]   [Baseline] subject=S10  acc=0.233  f1=0.189
[05:40:36]   [Baseline] subject=S11  acc=0.225  f1=0.184
[05:40:36]   [Baseline] subject=S13  acc=0.216  f1=0.177
[05:40:36]   [Baseline] subject=S14  acc=0.216  f1=0.177
[05:40:36]   [Baseline] subject=S15  acc=0.228  f1=0.185
[05:40:37]   [Baseline] subject=S16  acc=0.222  f1=0.182
[05:40:37]   [Baseline] subject=S17  acc=0.240  f1=0.194
[05:40:37]   [Baseline] subject=S2  acc=0.219  f1=0.179
[05:40:37]   [Baseline] subject=S3  acc=0.222  f1=0.182
[05:40:37]   [Baseline] subject=S4  acc=0.212  f1=0.175
[05:40:37]   [Baseline] subject=S5  acc=0.212  f1=0.175
[05:40:37]   [Baseline] subject=S6  acc=0.222  f1=0.182
[05:40:37]   [Baseline] subject=S7  acc=0.212  f1=0.175
[05:40:37]   [Baseline] subject=S8  acc=0.230  f1=0.187
[05:40:37]   [Baseline] subject=S9  acc=0.212  f1=0.175
[05:40:37] --- LOSO [RandomForest] ---
[05:40:37]   [RandomForest] subject=S10  acc=1.000  f1=1.000
[05:40:38]   [RandomForest] subject=S11  acc=0.990  f1=0.986
[05:40:38]   [RandomForest] subject=S13  acc=0.971  f1=0.954
[05:40:39]   [RandomForest] subject=S14  acc=0.902  f1=0.855
[05:40:39]   [RandomForest] subject=S15  acc=0.970  f1=0.956
[05:40:40]   [RandomForest] subject=S16  acc=1.000  f1=1.000
[05:40:40]   [RandomForest] subject=S17  acc=0.990  f1=0.986
[05:40:41]   [RandomForest] subject=S2  acc=0.833  f1=0.714
[05:40:42]   [RandomForest] subject=S3  acc=0.889  f1=0.800
[05:40:42]   [RandomForest] subject=S4  acc=1.000  f1=1.000
[05:40:43]   [RandomForest] subject=S5  acc=1.000  f1=1.000
[05:40:43]   [RandomForest] subject=S6  acc=0.970  f1=0.958
[05:40:44]   [RandomForest] subject=S7  acc=1.000  f1=1.000
[05:40:44]   [RandomForest] subject=S8  acc=0.950  f1=0.923
[05:40:45]   [RandomForest] subject=S9  acc=0.909  f1=0.850
[05:40:45] --- LOSO [LogisticRegression] ---
[05:40:45]   [LogisticRegression] subject=S10  acc=0.990  f1=0.987
[05:40:45]   [LogisticRegression] subject=S11  acc=0.971  f1=0.959
[05:40:45]   [LogisticRegression] subject=S13  acc=0.980  f1=0.972
[05:40:45]   [LogisticRegression] subject=S14  acc=0.843  f1=0.799
[05:40:45]   [LogisticRegression] subject=S15  acc=0.970  f1=0.958
[05:40:45]   [LogisticRegression] subject=S16  acc=1.000  f1=1.000
[05:40:45]   [LogisticRegression] subject=S17  acc=0.950  f1=0.934
[05:40:45]   [LogisticRegression] subject=S2  acc=0.760  f1=0.676
[05:40:45]   [LogisticRegression] subject=S3  acc=0.909  f1=0.871
[05:40:45]   [LogisticRegression] subject=S4  acc=0.980  f1=0.969
[05:40:45]   [LogisticRegression] subject=S5  acc=0.990  f1=0.985
[05:40:45]   [LogisticRegression] subject=S6  acc=0.960  f1=0.945
[05:40:45]   [LogisticRegression] subject=S7  acc=1.000  f1=1.000
[05:40:45]   [LogisticRegression] subject=S8  acc=0.870  f1=0.793
[05:40:45]   [LogisticRegression] subject=S9  acc=0.768  f1=0.669
[05:40:45] --- LOSO [XGBoost] ---
X:\dev\Empathic\.venv\Lib\site-packages\xgboost\core.py:751: UserWarning: [05:40:46] WARNING: C:\actions-runner\_work\xgboost\xgboost\src\common\error_msg.cc:62: Falling back to prediction using DMatrix due to mismatched devices. This might lead to higher memory usage and slower performance. XGBoost is running on: cuda:0, while the input data is on: cpu.
Potential solutions:
- Use a data structure that matches the device ordinal in the booster.
- Set the device for booster before call to inplace_predict.

This warning will only be shown once.

  return func(**kwargs)
[05:40:46]   [XGBoost] subject=S10  acc=1.000  f1=1.000
[05:40:47]   [XGBoost] subject=S11  acc=1.000  f1=1.000
[05:40:47]   [XGBoost] subject=S13  acc=0.980  f1=0.970
[05:40:48]   [XGBoost] subject=S14  acc=0.941  f1=0.916
[05:40:48]   [XGBoost] subject=S15  acc=0.990  f1=0.986
[05:40:49]   [XGBoost] subject=S16  acc=1.000  f1=1.000
[05:40:49]   [XGBoost] subject=S17  acc=0.990  f1=0.986
[05:40:50]   [XGBoost] subject=S2  acc=0.823  f1=0.726
[05:40:50]   [XGBoost] subject=S3  acc=0.929  f1=0.884
[05:40:51]   [XGBoost] subject=S4  acc=1.000  f1=1.000
[05:40:51]   [XGBoost] subject=S5  acc=1.000  f1=1.000
[05:40:52]   [XGBoost] subject=S6  acc=0.970  f1=0.958
[05:40:52]   [XGBoost] subject=S7  acc=1.000  f1=1.000
[05:40:53]   [XGBoost] subject=S8  acc=0.950  f1=0.926
[05:40:53]   [XGBoost] subject=S9  acc=0.808  f1=0.718
[05:40:53] --- LOSO [conformer] ---
[05:41:09]   [conformer] subject=S10  acc=0.961  f1=0.942
[05:41:19]   [conformer] subject=S11  acc=0.912  f1=0.888
[05:41:34]   [conformer] subject=S13  acc=0.863  f1=0.824
[05:41:44]   [conformer] subject=S14  acc=0.971  f1=0.959
[05:41:55]   [conformer] subject=S15  acc=0.980  f1=0.971
[05:42:10]   [conformer] subject=S16  acc=0.980  f1=0.970
[05:42:23]   [conformer] subject=S17  acc=1.000  f1=1.000
[05:42:37]   [conformer] subject=S2  acc=0.948  f1=0.927
[05:42:45]   [conformer] subject=S3  acc=0.980  f1=0.970
[05:42:57]   [conformer] subject=S4  acc=0.929  f1=0.905
[05:43:13]   [conformer] subject=S5  acc=1.000  f1=1.000
[05:43:28]   [conformer] subject=S6  acc=0.970  f1=0.955
[05:43:44]   [conformer] subject=S7  acc=0.970  f1=0.957
[05:44:00]   [conformer] subject=S8  acc=0.950  f1=0.930
[05:44:13]   [conformer] subject=S9  acc=0.980  f1=0.969
[05:44:13] --- LOSO [tiny_tcn] ---
[05:44:19]   [tiny_tcn] subject=S10  acc=0.971  f1=0.957
[05:44:24]   [tiny_tcn] subject=S11  acc=0.882  f1=0.788
[05:44:27]   [tiny_tcn] subject=S13  acc=0.941  f1=0.913
[05:44:32]   [tiny_tcn] subject=S14  acc=0.990  f1=0.986
[05:44:36]   [tiny_tcn] subject=S15  acc=0.980  f1=0.971
[05:44:41]   [tiny_tcn] subject=S16  acc=0.990  f1=0.985
[05:44:46]   [tiny_tcn] subject=S17  acc=0.910  f1=0.890
[05:44:50]   [tiny_tcn] subject=S2  acc=0.500  f1=0.498
[05:44:56]   [tiny_tcn] subject=S3  acc=0.838  f1=0.801
[05:45:03]   [tiny_tcn] subject=S4  acc=0.970  f1=0.952
[05:45:08]   [tiny_tcn] subject=S5  acc=1.000  f1=1.000
[05:45:12]   [tiny_tcn] subject=S6  acc=0.939  f1=0.902
[05:45:18]   [tiny_tcn] subject=S7  acc=0.556  f1=0.548
[05:45:23]   [tiny_tcn] subject=S8  acc=0.970  f1=0.957
[05:45:29]   [tiny_tcn] subject=S9  acc=0.970  f1=0.952
[05:45:29] --- LOSO [bilstm] ---
[05:45:35]   [bilstm] subject=S10  acc=0.835  f1=0.677
[05:45:40]   [bilstm] subject=S11  acc=0.627  f1=0.606
[05:45:46]   [bilstm] subject=S13  acc=0.745  f1=0.713
[05:45:51]   [bilstm] subject=S14  acc=0.853  f1=0.804
[05:45:57]   [bilstm] subject=S15  acc=0.941  f1=0.918
[05:46:02]   [bilstm] subject=S16  acc=0.828  f1=0.635
[05:46:08]   [bilstm] subject=S17  acc=0.920  f1=0.899
[05:46:13]   [bilstm] subject=S2  acc=0.844  f1=0.677
[05:46:18]   [bilstm] subject=S3  acc=0.929  f1=0.908
[05:46:24]   [bilstm] subject=S4  acc=0.828  f1=0.611
[05:46:29]   [bilstm] subject=S5  acc=0.889  f1=0.858
[05:46:35]   [bilstm] subject=S6  acc=0.919  f1=0.875
[05:46:41]   [bilstm] subject=S7  acc=0.212  f1=0.175
[05:46:44]   [bilstm] subject=S8  acc=0.910  f1=0.887
[05:46:50]   [bilstm] subject=S9  acc=0.919  f1=0.864
[05:46:50] --- LOSO [cnn1d] ---
[05:46:53]   [cnn1d] subject=S10  acc=0.971  f1=0.957
[05:46:56]   [cnn1d] subject=S11  acc=0.980  f1=0.973
[05:46:59]   [cnn1d] subject=S13  acc=0.931  f1=0.900
[05:47:03]   [cnn1d] subject=S14  acc=1.000  f1=1.000
[05:47:07]   [cnn1d] subject=S15  acc=0.970  f1=0.956
[05:47:12]   [cnn1d] subject=S16  acc=1.000  f1=1.000
[05:47:16]   [cnn1d] subject=S17  acc=0.950  f1=0.936
[05:47:20]   [cnn1d] subject=S2  acc=0.646  f1=0.630
[05:47:26]   [cnn1d] subject=S3  acc=0.980  f1=0.970
[05:47:30]   [cnn1d] subject=S4  acc=1.000  f1=1.000
[05:47:33]   [cnn1d] subject=S5  acc=0.990  f1=0.985
[05:47:38]   [cnn1d] subject=S6  acc=0.970  f1=0.955
[05:47:43]   [cnn1d] subject=S7  acc=0.677  f1=0.655
[05:47:47]   [cnn1d] subject=S8  acc=0.980  f1=0.971
[05:47:53]   [cnn1d] subject=S9  acc=0.980  f1=0.969
[05:47:56] Saved results to results\emotion\wesad_full\wesad\valence
