model,accuracy_mean,accuracy_std,balanced_accuracy_mean,macro_f1_mean,macro_f1_std,macro_recall_mean,weighted_f1_mean,cohen_kappa_mean,n_subjects
Baseline,0.6239795918367347,0.1371920971694549,0.5,0.38002176395033543,0.05181760798655746,0.5,0.48791565577279866,0.0,28
LogisticRegression,0.9387755102040816,0.1149065609034799,0.9136904761904762,0.9078643578643578,0.17630019037292094,0.9136904761904762,0.9344963237820381,0.8222607224708065,28
RandomForest,0.926530612244898,0.10080242907596507,0.869047619047619,0.8638395334823906,0.1997578781548527,0.869047619047619,0.9132025382025383,0.7440834649457229,28
XGBoost,0.8578231292517007,0.16588485963495478,0.7886904761904762,0.7718108280608281,0.24750299387067778,0.7886904761904762,0.8334938870653156,0.580432121465187,28
bilstm_fusion,0.9175170068027211,0.11546317002489212,0.9110119047619047,0.89660508142651,0.15104020692941122,0.9110119047619047,0.9163419913419913,0.8007546852733187,28
cnn1d_fusion,0.8937074829931974,0.1445348491518484,0.8797619047619047,0.8665081941867656,0.1895495283450157,0.8797619047619047,0.8918603552532124,0.7433712615480975,28
conformer_fusion,0.9268707482993197,0.129428940550703,0.9145833333333334,0.9107012035583464,0.1582030640964813,0.9145833333333334,0.9246293389150532,0.8264389233954451,28
tiny_tcn_fusion,0.9022108843537415,0.11470735084574328,0.8827380952380952,0.8630460809032238,0.17322436939059185,0.8827380952380952,0.8964701964701964,0.7405377645129197,28
