accuracy,balanced_accuracy,macro_f1,macro_recall,weighted_f1,cohen_kappa,n_test,subject,model
1.0,1.0,1.0,1.0,1.0,1.0,6,P05,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P05,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P05,bilstm_fusion
0.8333333333333334,0.875,0.8285714285714285,0.875,0.8380952380952381,0.6666666666666667,6,P05,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P05,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P06,Baseline
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P06,RandomForest
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P06,LogisticRegression
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P06,XGBoost
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P06,conformer_fusion
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P06,bilstm_fusion
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P06,cnn1d_fusion
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P06,tiny_tcn_fusion
0.7142857142857143,0.5,0.4166666666666667,0.5,0.5952380952380952,0.0,7,P07,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P07,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P08,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P08,tiny_tcn_fusion
0.6666666666666666,0.5,0.4,0.5,0.5333333333333333,0.0,6,P09,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P09,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P10,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P10,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P10,LogisticRegression
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P10,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P10,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P10,bilstm_fusion
0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,0.625,0.33333333333333337,6,P10,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P10,tiny_tcn_fusion
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,Baseline
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,RandomForest
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,LogisticRegression
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P11,conformer_fusion
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,bilstm_fusion
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,cnn1d_fusion
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P11,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P12,Baseline
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,RandomForest
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,LogisticRegression
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,XGBoost
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,conformer_fusion
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,bilstm_fusion
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,6,P12,cnn1d_fusion
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P12,tiny_tcn_fusion
0.4,0.5,0.2857142857142857,0.5,0.22857142857142856,0.0,5,P13,Baseline
0.8,0.8333333333333333,0.8,0.8333333333333333,0.8,0.6153846153846154,5,P13,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,5,P13,LogisticRegression
0.4,0.5,0.2857142857142857,0.5,0.22857142857142856,0.0,5,P13,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,5,P13,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,5,P13,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,5,P13,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,5,P13,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P14,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,XGBoost
0.8333333333333334,0.8333333333333333,0.8285714285714285,0.8333333333333333,0.8285714285714286,0.6666666666666667,6,P14,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P14,tiny_tcn_fusion
0.6666666666666666,0.5,0.4,0.5,0.5333333333333333,0.0,6,P15,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P15,tiny_tcn_fusion
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P16,Baseline
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P16,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P16,LogisticRegression
0.8333333333333334,0.5,0.45454545454545453,0.5,0.7575757575757575,0.0,6,P16,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P16,conformer_fusion
0.8333333333333334,0.9,0.7777777777777777,0.9,0.851851851851852,0.5714285714285714,6,P16,bilstm_fusion
0.8333333333333334,0.9,0.7777777777777777,0.9,0.851851851851852,0.5714285714285714,6,P16,cnn1d_fusion
0.8333333333333334,0.9,0.7777777777777777,0.9,0.851851851851852,0.5714285714285714,6,P16,tiny_tcn_fusion
0.5714285714285714,0.5,0.36363636363636365,0.5,0.4155844155844156,0.0,7,P17,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P17,cnn1d_fusion
0.8571428571428571,0.875,0.8571428571428571,0.875,0.8571428571428571,0.72,7,P17,tiny_tcn_fusion
0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,6,P18,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P18,tiny_tcn_fusion
0.6666666666666666,0.5,0.4,0.5,0.5333333333333333,0.0,6,P19,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,6,P19,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,6,P19,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,6,P19,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,6,P19,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,6,P19,bilstm_fusion
0.8333333333333334,0.875,0.8285714285714285,0.875,0.8380952380952381,0.6666666666666667,6,P19,cnn1d_fusion
0.8333333333333334,0.875,0.8285714285714285,0.875,0.8380952380952381,0.6666666666666667,6,P19,tiny_tcn_fusion
0.5714285714285714,0.5,0.36363636363636365,0.5,0.4155844155844156,0.0,7,P20,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P20,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P20,LogisticRegression
0.8571428571428571,0.875,0.8571428571428571,0.875,0.8571428571428571,0.72,7,P20,XGBoost
0.8571428571428571,0.875,0.8571428571428571,0.875,0.8571428571428571,0.72,7,P20,conformer_fusion
0.8571428571428571,0.875,0.8571428571428571,0.875,0.8571428571428571,0.72,7,P20,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P20,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P20,tiny_tcn_fusion
0.6666666666666666,0.5,0.4,0.5,0.5333333333333333,0.0,6,P21,Baseline
0.8333333333333334,0.75,0.7777777777777777,0.75,0.8148148148148148,0.5714285714285714,6,P21,RandomForest
0.8333333333333334,0.75,0.7777777777777777,0.75,0.8148148148148148,0.5714285714285714,6,P21,LogisticRegression
0.5,0.375,0.3333333333333333,0.375,0.4444444444444444,-0.2857142857142856,6,P21,XGBoost
0.5,0.5,0.4857142857142857,0.5,0.5142857142857142,0.0,6,P21,conformer_fusion
0.8333333333333334,0.75,0.7777777777777777,0.75,0.8148148148148148,0.5714285714285714,6,P21,bilstm_fusion
0.8333333333333334,0.875,0.8285714285714285,0.875,0.8380952380952381,0.6666666666666667,6,P21,cnn1d_fusion
0.8333333333333334,0.75,0.7777777777777777,0.75,0.8148148148148148,0.5714285714285714,6,P21,tiny_tcn_fusion
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P23,Baseline
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P23,RandomForest
0.8571428571428571,0.9166666666666667,0.7878787878787878,0.9166666666666667,0.8744588744588745,0.588235294117647,7,P23,LogisticRegression
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P23,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P23,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P23,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P23,cnn1d_fusion
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P23,tiny_tcn_fusion
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P24,Baseline
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P24,RandomForest
0.7142857142857143,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7142857142857143,-0.16666666666666674,7,P24,LogisticRegression
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P24,XGBoost
0.8571428571428571,0.5,0.46153846153846156,0.5,0.7912087912087912,0.0,7,P24,conformer_fusion
0.7142857142857143,0.8333333333333333,0.65,0.8333333333333333,0.7571428571428572,0.36363636363636376,7,P24,bilstm_fusion
0.5714285714285714,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.6233766233766234,-0.23529411764705888,7,P24,cnn1d_fusion
0.7142857142857143,0.8333333333333333,0.65,0.8333333333333333,0.7571428571428572,0.36363636363636376,7,P24,tiny_tcn_fusion
0.42857142857142855,0.5,0.3,0.5,0.2571428571428571,0.0,7,P25,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P25,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P25,LogisticRegression
0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.41666666666666663,7,P25,XGBoost
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P25,conformer_fusion
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P25,bilstm_fusion
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P25,cnn1d_fusion
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P25,tiny_tcn_fusion
0.7142857142857143,0.5,0.4166666666666667,0.5,0.5952380952380952,0.0,7,P26,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P26,tiny_tcn_fusion
0.5714285714285714,0.5,0.36363636363636365,0.5,0.4155844155844156,0.0,7,P27,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,LogisticRegression
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,conformer_fusion
0.8571428571428571,0.875,0.8571428571428571,0.875,0.8571428571428571,0.72,7,P27,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,cnn1d_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P27,tiny_tcn_fusion
0.5714285714285714,0.5,0.36363636363636365,0.5,0.4155844155844156,0.0,7,P29,Baseline
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P29,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P29,LogisticRegression
0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5416666666666666,0.5523809523809524,0.08695652173913038,7,P29,XGBoost
0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8333333333333333,0.8507936507936508,0.6956521739130435,7,P29,conformer_fusion
0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.41666666666666663,7,P29,bilstm_fusion
0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5416666666666666,0.5523809523809524,0.08695652173913038,7,P29,cnn1d_fusion
0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5416666666666666,0.5523809523809524,0.08695652173913038,7,P29,tiny_tcn_fusion
0.42857142857142855,0.5,0.3,0.5,0.2571428571428571,0.0,7,P31,Baseline
1.0,1.0,1.0,1.0,1.0,1.0,7,P31,RandomForest
1.0,1.0,1.0,1.0,1.0,1.0,7,P31,LogisticRegression
0.7142857142857143,0.6666666666666666,0.65,0.6666666666666666,0.6714285714285715,0.36363636363636376,7,P31,XGBoost
1.0,1.0,1.0,1.0,1.0,1.0,7,P31,conformer_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P31,bilstm_fusion
1.0,1.0,1.0,1.0,1.0,1.0,7,P31,cnn1d_fusion
0.7142857142857143,0.6666666666666666,0.65,0.6666666666666666,0.6714285714285715,0.36363636363636376,7,P31,tiny_tcn_fusion
