participant,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,n_test,model
S10,0.987597087378641,1.5635436893203887,1.2755703883495149,1.3529622861763493,1.7864516496001857,1.5697069678882674,0.21971037410097216,0.5385950661032715,0.3791527201021218,103,RandomForestRegressor
S11,0.7408700980392158,0.578799019607843,0.6598345588235294,0.8534914147052038,0.7323216129904546,0.7929065138478293,0.5247303423610568,0.7995612815227935,0.6621458119419251,102,RandomForestRegressor
S13,1.803345588235294,1.570355392156863,1.6868504901960786,2.1515760760212177,2.0949934447871144,2.1232847604041662,-0.372322346474669,0.363978963150289,-0.004171691662190002,102,RandomForestRegressor
S14,1.7469607843137258,0.872487745098039,1.3097242647058824,1.9370238978604142,1.211852092154733,1.5744379950075738,-0.9584812706953643,0.6374534104053959,-0.16051393014498416,102,RandomForestRegressor
S15,0.8470352564102563,2.444983974358975,1.6460096153846155,0.9880356487035145,2.7274145273512076,1.857725088027361,-0.017524185690423577,-3.0293445855034724,-1.523434385596948,78,RandomForestRegressor
S16,0.5777777777777777,1.017020202020202,0.7973989898989898,0.7259235670871453,1.343668936948835,1.03479625201799,0.8293282153065777,0.723799827913184,0.7765640216098808,99,RandomForestRegressor
S17,1.3813,0.9772250000000001,1.1792625,1.9531316919885355,1.3247135303528834,1.6389226111707096,0.4326367710378368,0.8036535605196027,0.6181451657787198,100,RandomForestRegressor
S2,0.8077473958333332,1.4464453125,1.1270963541666665,0.9473630566301962,1.7853706859719987,1.3663668713010975,0.005371554834054937,-2.5325212662337666,-1.2635748556998558,96,RandomForestRegressor
S3,0.5065151515151516,1.645050505050505,1.0757828282828283,0.6741992069908349,1.9570829018844564,1.3156410544376458,-0.20666070896533073,-0.8244328501652407,-0.5155467795652857,99,RandomForestRegressor
S4,0.8880934343434345,1.5908459595959594,1.239469696969697,1.0748701251708732,2.248537119136876,1.6617036221538748,0.138238656892123,0.2713213363138566,0.2047799966029898,99,RandomForestRegressor
S5,0.6495454545454546,1.209659090909091,0.9296022727272728,0.7561814915959814,1.6584653661083213,1.2073234288521513,0.1309119635380318,0.6221868659734486,0.3765494147557402,99,RandomForestRegressor
S6,1.6614015151515147,1.781010101010101,1.721205808080808,1.8174297856819224,2.176266582331709,1.9968481840068157,-2.715932404119319,-11.391583358916174,-7.053757881517747,99,RandomForestRegressor
S7,0.7348611111111111,0.9385984848484848,0.836729797979798,1.0743121551448254,1.4928632357931615,1.2835876954689933,-5.9058552455357125,0.6046532684106335,-2.6506009885625397,99,RandomForestRegressor
S8,0.5180374999999999,0.9535125,0.735775,0.6621421793127213,1.2993418947201696,0.9807420370164455,0.3663357918413065,0.4471150905897955,0.406725441215551,100,RandomForestRegressor
S9,1.7494823232323233,1.4740151515151516,1.6117487373737376,2.0249459206832956,1.9595059029863584,1.9922259118348271,-7.653763786942829,-4.51635016490765,-6.085056975925239,99,RandomForestRegressor
