participant,mae_valence,mae_arousal,mae_mean,rmse_valence,rmse_arousal,rmse_mean,r2_valence,r2_arousal,r2_mean,n_test,model
S10,0.9921578860399907,1.388695820497768,1.1904268532688793,1.3640478222759833,1.742746004283107,1.553396913279545,0.2068713384126828,0.5608954952209653,0.38388341681682403,103,Ridge
S11,1.0045587840293049,0.7221926753505861,0.8633757296899455,1.1264698376365805,0.8981657237328406,1.0123177806847106,0.17209422865738022,0.698497533984627,0.4352958813210036,102,Ridge
S13,1.8478087788600874,1.5546541331797603,1.701231456019924,2.3026961613124057,2.08431296421478,2.193504562763593,-0.5718677227092357,0.37044742693520805,-0.10071014788701382,102,Ridge
S14,1.8340521449345177,1.0872554981046587,1.4606538215195881,1.9700325973823052,1.4071739145799596,1.6886032559811324,-1.0257987073613921,0.5111674216306927,-0.2573156428653497,102,Ridge
S15,1.0264921361651071,2.511042686081871,1.768767411123489,1.5176386555497832,3.2028947267671977,2.3602666911584906,-1.4006910413524953,-4.556706258324607,-2.9786986498385515,78,Ridge
S16,0.8203831941465187,1.046493521713623,0.9334383579300709,1.0404421015845446,1.4516244293273466,1.2460332654559456,0.6493968827086081,0.6776349674959725,0.6635159251022903,99,Ridge
S17,1.4820711056374964,1.4417073991935316,1.461889252415514,2.176714235470154,1.8843702063026093,2.0305422208863817,0.2953053627672054,0.6027064229322259,0.44900589284971565,100,Ridge
S2,1.7640093554076028,2.153872033034808,1.9589406942212055,2.1239091892427155,2.8591557519713535,2.4915324706070345,-3.999192651525152,-8.05948715667491,-6.029339904100031,96,Ridge
S3,1.9050273349747349,1.0126896066351738,1.4588584708049543,2.4493317489625768,1.4491554183042776,1.9492435836334272,-14.925897667248654,-0.0003209579195528889,-7.463109312584104,99,Ridge
S4,0.8322292373989116,1.4493990295067616,1.1408141334528366,1.0276974702143076,2.105961619902951,1.5668295450586291,0.21221882443818996,0.36079989926348044,0.2865093618508352,99,Ridge
S5,0.4695801005153236,1.6571700802616243,1.063375090388474,0.6341145563185137,1.9992150695159294,1.3166648129172216,0.38885096495095217,0.45098618645792576,0.41991857570443897,99,Ridge
S6,1.2848723829122422,1.6699267764411503,1.477399579676696,1.4239233234985924,2.154809403749858,1.7893663636242252,-1.281002335103687,-11.14843517222555,-6.214718753664618,99,Ridge
S7,0.6574345245516289,1.3404565074803791,0.998945516016004,0.9070558429890875,1.7834282390426217,1.3452420410158545,-3.9229399956340725,0.43577881995171863,-1.743580587841177,99,Ridge
S8,0.4429874244521384,0.866084697632118,0.6545360610421282,0.5674338376630274,1.1690033811098557,0.8682186093864415,0.5346420579202329,0.5524728500634415,0.5435574539918372,100,Ridge
S9,1.52999163084839,1.1964542675204686,1.3632229491844292,1.7392078943848497,1.7069460394527172,1.7230769669187835,-5.383827955001635,-3.1859906954696733,-4.284909325235654,99,Ridge
