,accuracy_mean,accuracy_std,balanced_accuracy_mean,macro_f1_mean,macro_f1_std,macro_recall_mean,weighted_f1_mean,cohen_kappa_mean,session_accuracy,session_balanced_accuracy,session_macro_f1,session_cohen_kappa,n_sessions
Baseline,0.32052631578947366,0.32220390837460094,0.35,0.23940476190476195,0.29323168558082435,0.35,0.23843358395989975,,0.3,0.25,0.11538461538461539,0.0,10.0
RandomForest,0.3893859649122807,0.3385502309095012,0.3823214285714286,0.330940170940171,0.33105085251802135,0.3172420634920635,0.4267495662232504,,0.4,0.29166666666666663,0.25,0.10447761194029848,10.0
LogisticRegression,0.251578947368421,0.19892013799226357,0.2580654761904762,0.17611804861804864,0.12808814631123405,0.14913690476190475,0.30851627904259493,0.05981897001140376,0.0,0.0,0.0,-0.4925373134328359,10.0
XGBoost,0.4143859649122807,0.34098674549498625,0.42288690476190477,0.3637940218822572,0.3406192698542425,0.341438492063492,0.4577913959105909,0.23035867798186005,0.5,0.3333333333333333,0.2833333333333333,0.23076923076923073,10.0
