participant,accuracy,f1_macro,precision_macro,recall_macro,auc_ovr,n_test,model
100,0.6285714285714286,0.2573099415204678,0.20952380952380953,0.3333333333333333,,35,RandomForest
101,0.4444444444444444,0.20512820512820515,0.14814814814814814,0.3333333333333333,,18,RandomForest
103,0.6363636363636364,0.3888888888888889,0.3181818181818182,0.5,,11,RandomForest
104,0.55,0.14193548387096774,0.11000000000000001,0.2,0.5001713558919534,60,RandomForest
106,0.3870967741935484,0.19047619047619047,0.13333333333333333,0.3333333333333333,,31,RandomForest
108,0.6,0.5079365079365079,0.5,0.5833333333333334,,15,RandomForest
109,0.5714285714285714,0.24242424242424243,0.19047619047619047,0.3333333333333333,,21,RandomForest
110,0.4,0.15625,0.13157894736842105,0.19230769230769232,,25,RandomForest
112,0.875,0.7948717948717949,0.9285714285714286,0.75,,16,RandomForest
113,0.25925925925925924,0.08235294117647059,0.05185185185185185,0.2,0.6134007779659953,27,RandomForest
114,0.6,0.375,0.3,0.5,,10,RandomForest
115,0.6363636363636364,0.5416666666666666,0.8,0.6,,11,RandomForest
117,0.6666666666666666,0.4,0.3333333333333333,0.5,,12,RandomForest
118,0.5833333333333334,0.3684210526315789,0.2916666666666667,0.5,,12,RandomForest
120,0.5897435897435898,0.19166666666666668,0.1554054054054054,0.25,,39,RandomForest
121,0.45454545454545453,0.15625,0.13157894736842105,0.19230769230769232,,22,RandomForest
122,0.75,0.42857142857142855,0.375,0.5,,20,RandomForest
123,1.0,1.0,1.0,1.0,,12,RandomForest
126,1.0,1.0,1.0,1.0,,7,RandomForest
127,0.5833333333333334,0.3684210526315789,0.2916666666666667,0.5,,12,RandomForest
128,0.6363636363636364,0.5416666666666666,0.8,0.6,,11,RandomForest
13,1.0,1.0,1.0,1.0,,6,RandomForest
130,0.7058823529411765,0.20689655172413793,0.18181818181818182,0.24,,34,RandomForest
131,0.8260869565217391,0.4523809523809524,0.41304347826086957,0.5,,23,RandomForest
133,0.4,0.31746031746031744,0.45714285714285713,0.38333333333333336,0.9407218045112782,25,RandomForest
135,1.0,1.0,1.0,1.0,,7,RandomForest
