participant,accuracy,f1_macro,precision_macro,recall_macro,auc_ovr,n_test,model
52,0.18181818181818182,0.11111111111111112,0.26666666666666666,0.07333333333333333,,11,LogisticRegression
53,0.36363636363636365,0.18666666666666668,0.35,0.13999999999999999,,11,LogisticRegression
55,0.09090909090909091,0.05714285714285714,0.2,0.03333333333333333,,11,LogisticRegression
56,0.3333333333333333,0.2098245614035088,0.24615384615384617,0.2328205128205128,,27,LogisticRegression
58,0.2608695652173913,0.2173160173160173,0.32857142857142857,0.22333333333333333,0.5386790505675956,23,LogisticRegression
61,0.5,0.28968253968253965,0.375,0.23958333333333331,,14,LogisticRegression
63,0.3333333333333333,0.17777777777777776,0.3,0.13714285714285715,,12,LogisticRegression
65,0.5625,0.36111111111111105,0.5,0.38857142857142857,,16,LogisticRegression
67,0.5238095238095238,0.33999999999999997,0.425,0.2866666666666667,,21,LogisticRegression
70,0.3,0.16666666666666666,0.24,0.13186813186813187,,20,LogisticRegression
72,0.25,0.13214285714285715,0.21666666666666665,0.1,,16,LogisticRegression
73,0.6086956521739131,0.35,0.4,0.33223684210526316,,23,LogisticRegression
76,0.45454545454545453,0.2928571428571428,0.4375,0.225,,11,LogisticRegression
77,0.3333333333333333,0.18666666666666668,0.4,0.12571428571428572,,12,LogisticRegression
79,0.08333333333333333,0.03076923076923077,0.2,0.016666666666666666,,12,LogisticRegression
82,0.125,0.05555555555555555,0.25,0.03125,,8,LogisticRegression
83,0.125,0.04444444444444444,0.2,0.025,,8,LogisticRegression
84,0.2727272727272727,0.13636363636363635,0.1875,0.10714285714285714,,11,LogisticRegression
86,0.125,0.04444444444444444,0.2,0.025,,8,LogisticRegression
87,0.4782608695652174,0.3981869111280876,0.3986813186813187,0.522406015037594,0.7739727706800877,46,LogisticRegression
89,0.2631578947368421,0.1911111111111111,0.26666666666666666,0.1619047619047619,,19,LogisticRegression
93,0.28,0.21437151437151436,0.2916666666666667,0.3355555555555556,,50,LogisticRegression
94,0.2916666666666667,0.11200000000000002,0.13999999999999999,0.09333333333333334,,24,LogisticRegression
95,0.0,0.0,0.0,0.0,,12,LogisticRegression
97,0.23076923076923078,0.12987012987012986,0.2333333333333333,0.09,,13,LogisticRegression
98,0.3,0.16666666666666666,0.25,0.125,,10,LogisticRegression
99,0.3333333333333333,0.17575757575757572,0.35,0.12571428571428572,,12,LogisticRegression
