participant,accuracy,f1_score,auc,n_test,n_stressed
1,0.7286821705426356,0.7368421052631579,0.8528985507246376,129,69
2,0.6446280991735537,0.6717557251908397,0.7681793329688354,121,59
3,0.5275590551181102,0.5833333333333334,0.6172932330827068,127,70
4,0.640625,0.6567164179104478,0.7686072218128224,128,69
5,0.792,0.8169014084507042,0.8769943386515697,125,67
6,0.8650793650793651,0.8776978417266187,0.9439393939393939,126,66
7,0.5538461538461539,0.5245901639344263,0.6495238095238095,130,70
8,0.6120689655172413,0.6808510638297872,0.5661611656259292,116,59
9,0.7786885245901639,0.7906976744186046,0.872564935064935,122,66
10,0.6484375,0.64,0.7238805970149254,128,67
11,0.7480314960629921,0.7948717948717948,0.7666999002991027,127,68
12,0.9689922480620154,0.9714285714285714,0.9929951690821256,129,69
13,0.8412698412698413,0.8591549295774648,0.9060606060606061,126,66
14,0.8527131782945736,0.8707482993197279,0.9669082125603864,129,69
15,0.9090909090909091,0.9185185185185185,0.9770366320393657,121,62
16,0.6976744186046512,0.688,0.807367149758454,129,69
17,0.751937984496124,0.7808219178082192,0.9031400966183575,129,69
18,0.7394957983193278,0.7801418439716312,0.8359420289855073,119,69
19,0.6307692307692307,0.6363636363636364,0.7305773342836779,130,69
20,0.5891472868217055,0.6293706293706294,0.6130434782608696,129,69
21,0.6509433962264151,0.6666666666666666,0.7507246376811594,106,46
22,0.7857142857142857,0.7969924812030075,0.8588413862888945,126,67
23,0.7131782945736435,0.7672955974842768,0.8400966183574881,129,69
24,0.6,0.6708860759493671,0.6607270135424091,130,69
25,0.6796875,0.7210884353741497,0.7257352941176471,128,68
