model,accuracy_mean,accuracy_std,balanced_accuracy_mean,macro_f1_mean,macro_f1_std,macro_recall_mean,weighted_f1_mean,cohen_kappa_mean,n_subjects
Baseline,0.7025641025641025,0.10265615962871244,0.5,0.4106038192576654,0.03538224468799533,0.5,0.5839205666128743,0.0,26
LogisticRegression,0.8516483516483516,0.16759032387923006,0.8224358974358974,0.8021353646353646,0.21756344654824414,0.8224358974358974,0.844048544048544,0.6258773409029164,26
RandomForest,0.8598901098901099,0.13098734132065973,0.7387820512820512,0.7201555922709768,0.2532185153478744,0.7387820512820512,0.8242085549777857,0.4850891861761427,26
XGBoost,0.8078754578754578,0.14335748765116868,0.6730769230769231,0.6383649470187932,0.24435563295261795,0.6730769230769231,0.758597741290049,0.34592740592740595,26
bilstm_fusion,0.8342490842490842,0.15481402334583483,0.8,0.7830932955932955,0.2190207393439696,0.8,0.8290117290117289,0.5808439429283418,26
cnn1d_fusion,0.8287545787545787,0.13569661217741474,0.7801282051282052,0.7607515347899962,0.200349078310632,0.7801282051282052,0.8159280178510948,0.5453013803692537,26
conformer_fusion,0.8397435897435896,0.176326548781905,0.7548076923076923,0.7330334195718812,0.28229384832338206,0.7548076923076923,0.8113594382825151,0.5067170680981423,26
tiny_tcn_fusion,0.8635531135531136,0.14420910936843986,0.8246794871794871,0.8032590272974888,0.2267953777278706,0.8246794871794871,0.8485981255212025,0.6300786468433527,26
