participant,accuracy,f1_score,auc,n_test,n_stressed
1,0.6976744186046512,0.7272727272727273,0.7695652173913043,129,69
2,0.5041322314049587,0.5,0.514215418261345,121,59
3,0.6456692913385826,0.6715328467153284,0.6604010025062657,127,70
4,0.9453125,0.9496402877697842,0.9746990911323999,128,69
5,0.64,0.6666666666666666,0.7148739063304169,125,67
6,0.8650793650793651,0.8740740740740741,0.9015151515151515,126,66
7,0.45384615384615384,0.4740740740740741,0.48833333333333334,130,70
8,0.5172413793103449,0.5333333333333333,0.5747844186738031,116,59
9,0.7377049180327869,0.7538461538461538,0.8287337662337662,122,66
10,0.53125,0.5161290322580645,0.5796427697577685,128,67
11,0.7952755905511811,0.8194444444444444,0.8716350947158524,127,68
12,0.8837209302325582,0.8837209302325582,0.9538647342995169,129,69
13,0.7936507936507936,0.8059701492537313,0.8893939393939394,126,66
14,0.751937984496124,0.7681159420289855,0.8316425120772948,129,69
15,0.7851239669421488,0.8,0.8687807545106616,121,62
16,0.7441860465116279,0.7518796992481203,0.8272946859903381,129,69
17,0.7984496124031008,0.8115942028985508,0.872463768115942,129,69
18,0.7899159663865546,0.8175182481751825,0.818840579710145,119,69
19,0.6461538461538462,0.6617647058823529,0.6873366595390829,130,69
20,0.6046511627906976,0.6433566433566433,0.6355072463768116,129,69
21,0.6037735849056604,0.58,0.6492753623188405,106,46
22,0.7698412698412699,0.7786259541984732,0.8537819377687832,126,67
23,0.8062015503875969,0.8344370860927153,0.9111111111111111,129,69
24,0.6230769230769231,0.6754966887417219,0.6633404609170824,130,69
25,0.640625,0.6461538461538462,0.7458333333333333,128,68
