,accuracy_mean,accuracy_std,balanced_accuracy_mean,macro_f1_mean,macro_f1_std,macro_recall_mean,weighted_f1_mean,cohen_kappa_mean,session_accuracy,session_balanced_accuracy,session_macro_f1,session_cohen_kappa,n_sessions
Baseline,0.4303784352656533,0.4309144838743917,0.4142857142857143,0.3772447228492673,0.42034936939061884,0.4142857142857143,0.3919817105470577,,0.4857142857142857,0.5,0.3269230769230769,0.0,70.0
RandomForest,0.6152074721435623,0.29389872604463496,0.6149496336996336,0.5111083827470381,0.3092100050860271,0.48875915750915755,0.6723514354827931,,0.6571428571428571,0.6535947712418301,0.6499999999999999,0.3092105263157894,70.0
LogisticRegression,0.5418327474530482,0.2197401041910474,0.5417019884877027,0.42116833994163183,0.23345880098520633,0.3790829408686551,0.6400633377978916,,0.5714285714285714,0.5686274509803921,0.56575682382134,0.13793103448275856,70.0
XGBoost,0.6178543490761536,0.2831408594463945,0.6189693441479155,0.5269330075300883,0.3077469379690591,0.5022629949415663,0.6818173309482463,,0.6428571428571429,0.642156862745098,0.6421999591085668,0.2845461978740801,70.0
