,accuracy_mean,accuracy_std,balanced_accuracy_mean,macro_f1_mean,macro_f1_std,macro_recall_mean,weighted_f1_mean,cohen_kappa_mean,session_accuracy,session_balanced_accuracy,session_macro_f1,session_cohen_kappa,n_sessions
Baseline,0.22330290805589223,0.00626811379297372,0.5,0.18251952340268318,0.004186992892727531,0.5,0.08156676930641808,0.0,0.20588235294117646,0.5,0.17073170731707318,0.0,34.0
RandomForest,0.9705879211564789,0.044927109875339905,0.9676704441220126,0.9607869302346019,0.05691417625935869,0.9676704441220126,0.9717920581413152,0.9223804147038291,0.9117647058823529,0.8386243386243386,0.8573426573426574,0.7150837988826816,34.0
LogisticRegression,0.9672390568582844,0.039154094636969845,0.9661792678595789,0.9557435081668159,0.05092286286787655,0.9661792678595789,0.9682219781813677,0.9121683439816847,0.9117647058823529,0.8386243386243386,0.8573426573426574,0.7150837988826816,34.0
XGBoost,0.9836274604045213,0.013529409476980607,0.9761417584357183,0.9760778129908384,0.02000489202394029,0.9761417584357183,0.9835749605894221,0.9521955948152877,0.9411764705882353,0.8571428571428572,0.8988095238095238,0.7988165680473372,34.0
Ensemble,0.9754737038523955,0.03786687630251442,0.9764525587465186,0.9676514282705866,0.04779667071112564,0.9764525587465186,0.9765509384930117,0.9359737543682679,0.9117647058823529,0.8386243386243386,0.8573426573426574,0.7150837988826816,34.0
